Set,#,Name,Rarity,Price
UL,54,Misdreavus,Common,0.28
UL,55,Natu,Common,0.22
UL,56,Onix,Common,0.23
UL,57,Onix,Common,0.23
UL,58,Poliwag,Common,0.25
UL,59,Remoraid,Common,0.33
UL,60,Riolu,Common,0.25
UL,61,Roselia,Common,0.25
UL,62,Spearow,Common,0.36
UL,63,Squirtle,Common,0.84
UL,64,Stantler,Common,0.28
UL,65,Teddiursa,Common,0.28
UL,66,Tropius,Common,0.26
UL,67,Turtwig,Common,0.45
UL,68,Vulpix,Common,0.64
UL,69,Weedle,Common,0.41
UL,70,Zubat,Common,0.28
UL,71,Cheerleader’s Cheer,Uncommon,0.26
UL,72,Dual Ball,Uncommon,0.45
UL,73,Emcee’s Chatter,Uncommon,0.24
UL,74,Energy Returner,Uncommon,0.28
UL,75,Engineer’s Adjustments,Uncommon,0.26
UL,76,Good Rod,Uncommon,0.24
UL,77,Interviewer’s Questions,Uncommon,0.31
UL,78,Judge,Uncommon,4.57
UL,79,Life Herb,Uncommon,0.26
UL,80,PlusPower,Uncommon,0.6
UL,81,Pokémon Circulator,Uncommon,0.28
UL,82,Rare Candy,Uncommon,5.99
UL,83,Super Scoop Up,Uncommon,0.59
UL,84,Crobat,Rare Prime,13.14
UL,85,Kingdra,Rare Prime,20.46
UL,86,Lanturn,Rare Prime,11.92
UL,87,Steelix,Rare Prime,16.5
UL,88,Tyranitar,Rare Prime,49.96
UL,89,Ursaring,Rare Prime,13.93
UL,90,Entei & Raikou LEGEND,LEGEND,67.9
UL,91,Entei & Raikou LEGEND,LEGEND,72.98
UL,92,Raikou & Suicune LEGEND,LEGEND,119.38
UL,93,Raikou & Suicune LEGEND,LEGEND,73.73
UL,94,Suicune & Entei LEGEND,LEGEND,72.79
UL,95,Suicune & Entei LEGEND,LEGEND,57.24
UL,TWO,Alph Lithograph,Rare Secret,35.81
Victory Medals,,Victory Medal,,-1
HeartGold & SoulSilver Promos,HGSS18,Tropical Tidal Wave,Promo,599.95
UD,1,Bellossom,Rare Holo,1.23
UD,2,Espeon,Rare Holo,15.99
UD,3,Forretress,Rare Holo,2.25
UD,4,Gliscor,Rare Holo,2.98
UD,5,Houndoom,Rare Holo,4.73
UD,6,Magcargo,Rare Holo,3.84
UD,7,Scizor,Rare Holo,13.22
UD,8,Smeargle,Rare Holo,4.84
UD,9,Togekiss,Rare Holo,8.18
UD,10,Umbreon,Rare Holo,22.69
UD,11,Dodrio,Rare,0.43
UD,12,Drifblim,Rare,0.37
UD,13,Forretress,Rare,0.52
UD,14,Hariyama,Rare,0.77
HeartGold & SoulSilver Promos,HGSS14,Lapras,Promo,11.55
HeartGold & SoulSilver Promos,HGSS15,Shuckle,Promo,6.23
UD,15,Honchkrow,Rare,0.57
HeartGold & SoulSilver Promos,HGSS16,Plusle,Promo,6.69
UD,16,Honchkrow,Rare,0.35
UD,17,Leafeon,Rare,5.36
HeartGold & SoulSilver Promos,HGSS17,Minun,Promo,6.12
UD,18,Metagross,Rare,0.81
UD,19,Mismagius,Rare,0.68
UD,20,Rotom,Rare,0.72
UD,21,Skarmory,Rare,0.31
UD,22,Tropius,Rare,0.5
UD,23,Vespiquen,Rare,0.45
UD,24,Vileplume,Rare,4.01
UD,25,Weavile,Rare,1.08
UD,26,Flareon,Uncommon,3.84
UD,27,Gloom,Uncommon,0.49
UD,28,Jolteon,Uncommon,1.22
UD,29,Lairon,Uncommon,0.27
UD,30,Metang,Uncommon,0.24
UD,31,Muk,Uncommon,0.53
UD,32,Pinsir,Uncommon,0.37
UD,33,Raichu,Uncommon,1.51
UD,34,Raticate,Uncommon,0.33
UD,35,Sableye,Uncommon,0.38
UD,36,Scyther,Uncommon,0.99
UD,37,Skuntank,Uncommon,0.24
UD,38,Slowbro,Uncommon,0.68
UD,39,Togetic,Uncommon,0.54
UD,40,Unown,Uncommon,0.56
UD,41,Vaporeon,Uncommon,3.27
UD,42,Aron,Common,0.25
UD,43,Beldum,Common,0.25
UD,44,Combee,Common,0.34
UD,45,Doduo,Common,0.19
UD,46,Drifloon,Common,0.25
UD,47,Eevee,Common,0.91
UD,48,Eevee,Common,0.96
UD,49,Gligar,Common,0.27
UD,50,Grimer,Common,0.28
UD,51,Hitmonchan,Common,0.36
UD,52,Hitmonlee,Common,0.38
UD,53,Houndour,Common,0.46
UD,54,Houndour,Common,0.31
UD,55,Makuhita,Common,0.32
UD,56,Mawile,Common,0.26
UD,57,Misdreavus,Common,0.32
UD,58,Murkrow,Common,0.32
UD,59,Murkrow,Common,0.28
UD,60,Oddish,Common,0.42
UD,61,Pikachu,Common,2.5
UD,62,Pineco,Common,0.24
UD,63,Pineco,Common,0.23
UD,64,Rattata,Common,0.27
UD,65,Scyther,Common,0.62
UD,66,Slowpoke,Common,2.11
UD,67,Slugma,Common,0.35
UD,68,Sneasel,Common,0.39
UD,69,Stunky,Common,0.22
UD,70,Togepi,Common,0.92
UD,71,Burned Tower,Uncommon,0.45
UD,72,Defender,Uncommon,0.23
UD,73,Energy Exchanger,Uncommon,0.32
UD,74,Flower Shop Lady,Uncommon,0.7
UD,75,Legend Box,Uncommon,0.24
UD,76,Ruins of Alph,Uncommon,0.25
UD,77,Sage’s Training,Uncommon,0.22
UD,78,Team Rocket’s Trickery,Uncommon,0.35
UD,79,Darkness Energy,Uncommon,0.59
UD,80,Metal Energy,Uncommon,0.39
UD,81,Espeon,Rare Prime,42.01
UD,82,Houndoom,Rare Prime,35.94
UD,83,Raichu,Rare Prime,29.53
UD,84,Scizor,Rare Prime,21.57
UD,85,Slowking,Rare Prime,19.28
UD,86,Umbreon,Rare Prime,120.95
UD,87,Kyogre & Groudon LEGEND,LEGEND,65.3
UD,88,Kyogre & Groudon LEGEND,LEGEND,95.79
UD,89,Rayquaza & Deoxys LEGEND,LEGEND,78.16
UD,90,Rayquaza & Deoxys LEGEND,LEGEND,98.68
UD,THREE,Alph Lithograph,Rare Secret,44.74
HeartGold & SoulSilver Promos,HGSS19,Raikou,Promo,19.02
HeartGold & SoulSilver Promos,HGSS20,Entei,Promo,23.9
HeartGold & SoulSilver Promos,HGSS21,Suicune,Promo,28.15
Victory Medals,,Victory Medal,,-1
HeartGold & SoulSilver Promos,HGSS22,Porygon,Promo,5.05
TM,1,Aggron,Rare Holo,2.73
TM,2,Altaria,Rare Holo,1.66
TM,3,Celebi,Rare Holo,2.18
TM,4,Drapion,Rare Holo,0.98
TM,5,Mamoswine,Rare Holo,1.46
TM,6,Nidoking,Rare Holo,2.6
TM,7,Porygon-Z,Rare Holo,2.5
TM,8,Rapidash,Rare Holo,6.95
TM,9,Solrock,Rare Holo,1.14
TM,10,Spiritomb,Rare Holo,2
TM,11,Venomoth,Rare Holo,1.31
TM,12,Victreebel,Rare Holo,2.06
TM,13,Ambipom,Rare,0.68
TM,14,Banette,Rare,0.7
TM,15,Bronzong,Rare,1.39
TM,16,Carnivine,Rare,0.5
TM,17,Ditto,Rare,4.37
TM,18,Dragonite,Rare,5.31
TM,19,Dugtrio,Rare,0.87
TM,20,Electivire,Rare,1.1
TM,21,Elekid,Rare,2.16
TM,22,Golduck,Rare,1.79
TM,23,Grumpig,Rare,0.35
TM,24,Kricketune,Rare,0.62
TM,25,Lunatone,Rare,0.35
TM,26,Machamp,Rare,1.2
TM,27,Magmortar,Rare,0.81
TM,28,Nidoqueen,Rare,1.03
TM,29,Pidgeot,Rare,1.95
TM,30,Sharpedo,Rare,0.72
TM,31,Wailord,Rare,1.2
TM,32,Dragonair,Uncommon,0.65
TM,33,Electabuzz,Uncommon,0.59
TM,34,Electrode,Uncommon,10.28
TM,35,Haunter,Uncommon,1.6
TM,36,Kangaskhan,Uncommon,0.51
TM,37,Lairon,Uncommon,0.28
TM,38,Lickilicky,Uncommon,0.37
TM,39,Luvdisc,Uncommon,0.35
TM,40,Machoke,Uncommon,0.38
TM,41,Magby,Uncommon,0.81
TM,42,Magmar,Uncommon,0.35
TM,43,Magneton,Uncommon,0.39
TM,44,Marowak,Uncommon,0.42
TM,45,Nidorina,Uncommon,0.43
TM,46,Nidorino,Uncommon,0.23
TM,47,Pidgeotto,Uncommon,0.51
TM,48,Piloswine,Uncommon,0.41
TM,49,Porygon2,Uncommon,0.44
TM,50,Tentacruel,Uncommon,0.42
TM,51,Unown,Uncommon,0.48
TM,52,Wailmer,Uncommon,0.37
TM,53,Weepinbell,Uncommon,0.37
TM,54,Yanmega,Uncommon,0.32
TM,55,Aipom,Common,0.26
TM,56,Aron,Common,0.21
TM,57,Bellsprout,Common,0.25
TM,58,Bronzor,Common,0.35
TM,59,Carvanha,Common,0.37
TM,60,Cubone,Common,0.42
TM,61,Diglett,Common,0.25
TM,62,Dratini,Common,0.34
TM,63,Gastly,Common,0.37
TM,64,Illumise,Common,0.26
TM,65,Kricketot,Common,0.28
TM,66,Lickitung,Common,0.31
TM,67,Machop,Common,0.27
TM,68,Magnemite,Common,0.36
TM,69,Nidoran Female,Common,0.3
TM,70,Nidoran Male,Common,0.25
TM,71,Pidgey,Common,0.34
TM,72,Ponyta,Common,0.33
TM,73,Porygon,Common,0.35
TM,74,Psyduck,Common,0.62
TM,75,Shuppet,Common,0.38
TM,76,Skorupi,Common,0.21
TM,77,Spoink,Common,0.22
TM,78,Swablu,Common,0.24
TM,79,Swinub,Common,0.34
TM,80,Tentacool,Common,0.48
TM,81,Venonat,Common,0.26
TM,82,Volbeat,Common,0.38
TM,83,Voltorb,Common,0.24
TM,84,Yanma,Common,0.27
TM,85,Black Belt,Uncommon,0.3
TM,86,Indigo Plateau,Uncommon,0.39
TM,87,Junk Arm,Uncommon,2.17
TM,88,Seeker,Uncommon,1.18
TM,89,Twins,Uncommon,0.64
TM,90,Rescue Energy,Uncommon,0.85
TM,91,Absol,Rare Prime,24.26
TM,92,Celebi,Rare Prime,14.89
TM,93,Electrode,Rare Prime,-1
TM,94,Gengar,Rare Prime,98.78
TM,95,Machamp,Rare Prime,18.98
TM,96,Magnezone,Rare Prime,13.03
TM,97,Mew,Rare Prime,51.91
TM,98,Yanmega,Rare Prime,9.27
TM,99,Darkrai & Cresselia LEGEND,LEGEND,60.43
TM,100,Darkrai & Cresselia LEGEND,LEGEND,47
TM,101,Palkia & Dialga LEGEND,LEGEND,45.61
TM,102,Palkia & Dialga LEGEND,LEGEND,40.65
TM,FOUR,Alph Lithograph,Rare Secret,80
HeartGold & SoulSilver Promos,HGSS23,Porygon2,Promo,4.05
World Collection,1,Pikachu,,69.98
World Collection,2,Pikachu,,28.49
World Collection,3,Pikachu,,11.96
World Collection,4,Pikachu,,50.5
World Collection,5,Pikachu,,65
World Collection,6,Pikachu,,19.46
World Collection,7,Pikachu,,36.4
World Collection,8,Pikachu,,82.68
World Collection,9,Pikachu,,14.04
CL,1,Clefable,Rare Holo,5.5
CL,2,Deoxys,Rare Holo,8.88
CL,3,Dialga,Rare Holo,11.12
CL,4,Espeon,Rare Holo,18.09
CL,5,Forretress,Rare Holo,3.31
CL,6,Groudon,Rare Holo,5.66
CL,7,Gyarados,Rare Holo,15.84
CL,8,Hitmontop,Rare Holo,3.38
CL,9,Ho-Oh,Rare Holo,16.78
CL,10,Houndoom,Rare Holo,4.99
CL,11,Jirachi,Rare Holo,10.66
CL,12,Kyogre,Rare Holo,6.12
CL,13,Leafeon,Rare Holo,14.97
CL,14,Lucario,Rare Holo,7.74
CL,15,Lugia,Rare Holo,43.24
CL,16,Magmortar,Rare Holo,2.63
CL,17,Ninetales,Rare Holo,26.12
CL,18,Pachirisu,Rare Holo,3.79
CL,19,Palkia,Rare Holo,2.77
CL,20,Rayquaza,Rare Holo,23.66
CL,21,Smeargle,Rare Holo,6.83
CL,22,Umbreon,Rare Holo,64
CL,23,Ampharos,Rare,1.3
CL,24,Cleffa,Rare,2.85
HeartGold & SoulSilver Promos,HGSS24,Hitmonchan,Promo,5.17
CL,25,Feraligatr,Rare,3.95
HeartGold & SoulSilver Promos,HGSS25,Hitmonlee,Promo,5.27
CL,26,Granbull,Rare,0.68
CL,27,Meganium,Rare,2.12
CL,28,Mismagius,Rare,0.75
CL,29,Mr. Mime,Rare,1.44
CL,30,Pidgeot,Rare,2.97
CL,31,Skarmory,Rare,0.89
CL,32,Slowking,Rare,2.13
CL,33,Snorlax,Rare,8.21
CL,34,Tangrowth,Rare,0.64
CL,35,Typhlosion,Rare,3.65
CL,36,Tyrogue,Rare,1.13
CL,37,Ursaring,Rare,0.6
CL,38,Weezing,Rare,0.94
CL,39,Zangoose,Rare,1.45
CL,40,Bayleef,Uncommon,0.4
CL,41,Croconaw,Uncommon,0.55
CL,42,Donphan,Uncommon,0.28
CL,43,Flaaffy,Uncommon,0.43
CL,44,Flareon,Uncommon,2.29
CL,45,Jolteon,Uncommon,1.3
CL,46,Magby,Uncommon,0.54
CL,47,Mime Jr.,Uncommon,1.19
CL,48,Pidgeotto,Uncommon,0.62
CL,49,Quilava,Uncommon,0.67
CL,50,Riolu,Common,0.36
CL,51,Seviper,Uncommon,0.26
CL,52,Vaporeon,Uncommon,2.1
CL,53,Chikorita,Common,0.33
CL,54,Clefairy,Common,0.32
CL,55,Cyndaquil,Common,0.44
CL,56,Eevee,Common,0.95
CL,57,Hitmonchan,Common,0.25
CL,58,Hitmonlee,Common,0.36
CL,59,Houndour,Common,0.27
CL,60,Koffing,Common,0.28
CL,61,Magikarp,Common,0.81
CL,62,Magmar,Common,0.28
CL,63,Mareep,Common,0.26
CL,64,Mawile,Common,0.52
CL,65,Misdreavus,Common,0.27
CL,66,Phanpy,Common,0.28
CL,67,Pidgey,Common,0.37
CL,68,Pineco,Common,0.24
CL,69,Relicanth,Common,0.28
CL,70,Slowpoke,Common,0.51
CL,71,Snubbull,Common,0.24
CL,72,Tangela,Common,0.27
CL,73,Teddiursa,Common,0.38
CL,74,Totodile,Common,0.46
CL,75,Vulpix,Common,0.47
CL,76,Cheerleader’s Cheer,Uncommon,0.28
CL,77,Copycat,Uncommon,0.34
CL,78,Dual Ball,Uncommon,0.54
CL,79,Interviewer’s Questions,Uncommon,0.23
CL,80,Lost Remover,Uncommon,0.37
CL,81,Lost World,Uncommon,0.55
CL,82,Professor Elm’s Training Method,Uncommon,0.3
CL,83,Professor Oak’s New Theory,Uncommon,0.73
CL,84,Research Record,Uncommon,0.27
CL,85,Sage’s Training,Uncommon,0.27
CL,86,Darkness Energy,Uncommon,1.58
CL,87,Metal Energy,Uncommon,0.42
CL,88,Grass Energy,Common,31.63
CL,89,Fire Energy,Common,28.46
CL,90,Water Energy,Common,44.25
CL,91,Lightning Energy,Common,30.43
CL,92,Psychic Energy,Common,61.24
CL,93,Fighting Energy,Common,18.88
CL,94,Darkness Energy,Common,159.94
CL,95,Metal Energy,Common,20.9
CL,SL1,Deoxys,Rare Holo,130.93
CL,SL2,Dialga,Rare Holo,160
CL,SL3,Entei,Rare Holo,88.63
CL,SL4,Groudon,Rare Holo,150
CL,SL5,Ho-Oh,Rare Holo,118.43
CL,SL6,Kyogre,Rare Holo,110.03
CL,SL7,Lugia,Rare Holo,300
CL,SL8,Palkia,Rare Holo,118.26
CL,SL9,Raikou,Rare Holo,93.66
CL,SL10,Rayquaza,Rare Holo,299.99
CL,SL11,Suicune,Rare Holo,200
Black & White Energy (2011 Unnumbered),,Grass Energy,,0.11
BLW,1,Snivy,Common,0.19
Black & White Energy (2011 Unnumbered),,Fire Energy,,0.17
BLW,2,Snivy,Common,0.3
Black & White Energy (2011 Unnumbered),,Water Energy,,0.15
BLW,3,Servine,Uncommon,0.28
Black & White Energy (2011 Unnumbered),,Lightning Energy,,0.13
BLW,4,Servine,Uncommon,0.54
BLW,5,Serperior,Rare Holo,1.72
Black & White Energy (2011 Unnumbered),,Psychic Energy,,0.12
BLW,6,Serperior,Rare Holo,1.93
Black & White Energy (2011 Unnumbered),,Fighting Energy,,0.24
BLW,7,Pansage,Common,0.17
Black & White Energy (2011 Unnumbered),,Darkness Energy,,0.49
BLW,8,Simisage,Uncommon,0.42
Black & White Energy (2011 Unnumbered),,Metal Energy,,0.26
BLW,9,Petilil,Common,0.16
BLW,10,Lilligant,Rare,0.7
BLW,11,Maractus,Uncommon,-1
BLW,12,Maractus,Rare,0.25
BLW,13,Deerling,Common,0.21
BLW,14,Sawsbuck,Rare,1.28
BLW,15,Tepig,Common,0.24
BLW,16,Tepig,Common,0.3
BLW,17,Pignite,Uncommon,0.43
BLW,18,Pignite,Uncommon,0.68
BLW,19,Emboar,Rare Holo,1.8
BLW,20,Emboar,Rare Holo,3.26
BLW,21,Pansear,Common,0.2
BLW,22,Simisear,Uncommon,0.28
BLW,23,Darumaka,Common,0.1
BLW,24,Darumaka,Uncommon,0.61
BLW,25,Darmanitan,Rare,0.73
BLW,26,Reshiram,Rare Holo,2.46
BLW,27,Oshawott,Common,0.18
BLW,28,Oshawott,Common,0.31
BLW,29,Dewott,Uncommon,0.23
BLW,30,Dewott,Uncommon,0.25
BLW,31,Samurott,Rare Holo,1.45
BLW,32,Samurott,Rare Holo,2.34
BLW,33,Panpour,Common,0.19
BLW,34,Simipour,Uncommon,0.23
BLW,35,Basculin,Uncommon,0.28
BLW,36,Ducklett,Common,0.24
BLW,37,Swanna,Rare,0.35
BLW,38,Alomomola,Uncommon,0.26
BLW,39,Alomomola,Rare,0.59
BLW,40,Blitzle,Common,0.25
BLW,41,Blitzle,Common,0.19
BLW,42,Zebstrika,Uncommon,0.25
BLW,43,Zebstrika,Rare,0.77
BLW,44,Joltik,Common,0.3
BLW,45,Joltik,Common,0.22
BLW,46,Galvantula,Rare,0.31
BLW,47,Zekrom,Rare Holo,2.27
BLW,48,Munna,Uncommon,0.22
BLW,49,Musharna,Rare,0.32
BLW,50,Woobat,Common,0.23
BLW,51,Swoobat,Uncommon,0.35
BLW,52,Venipede,Common,0.16
BLW,53,Whirlipede,Uncommon,0.34
BLW,54,Scolipede,Rare,0.5
BLW,55,Solosis,Common,0.3
BLW,56,Duosion,Uncommon,0.53
BLW,57,Reuniclus,Rare Holo,1.66
BLW,58,Timburr,Common,0.2
BLW,59,Timburr,Common,0.25
BLW,60,Gurdurr,Uncommon,0.49
BLW,61,Throh,Rare,1.02
BLW,62,Sawk,Rare,0.57
BLW,63,Sandile,Common,0.25
BLW,64,Krokorok,Uncommon,0.43
BLW,65,Krookodile,Rare Holo,1.43
BLW,66,Purrloin,Common,0.18
BLW,67,Liepard,Rare,0.83
BLW,68,Scraggy,Common,0.25
BLW,69,Scrafty,Rare,0.56
BLW,70,Zorua,Common,0.28
BLW,71,Zoroark,Rare Holo,3.06
BLW,72,Vullaby,Uncommon,0.23
BLW,73,Mandibuzz,Rare,0.59
BLW,74,Klink,Common,0.26
BLW,75,Klang,Uncommon,0.3
BLW,76,Klinklang,Rare Holo,1.36
BLW,77,Patrat,Common,0.2
BLW,78,Patrat,Common,0.18
BLW,79,Watchog,Uncommon,0.28
BLW,80,Lillipup,Common,0.26
BLW,81,Lillipup,Common,0.18
BLW,82,Herdier,Uncommon,0.28
BLW,83,Stoutland,Rare,0.51
BLW,84,Pidove,Common,0.15
BLW,85,Tranquill,Uncommon,0.11
BLW,86,Unfezant,Rare,0.28
BLW,87,Audino,Uncommon,0.21
BLW,88,Minccino,Common,0.25
BLW,89,Cinccino,Rare,0.45
BLW,90,Bouffalant,Uncommon,0.3
BLW,91,Bouffalant,Rare,0.57
BLW,92,Energy Retrieval,Uncommon,0.18
BLW,93,Energy Search,Common,0.17
BLW,94,Energy Switch,Uncommon,0.17
BLW,95,Full Heal,Uncommon,0.17
BLW,96,PlusPower,Uncommon,0.2
BLW,97,Poké Ball,Uncommon,0.18
BLW,98,Pokédex,Uncommon,0.25
BLW,99,Pokémon Communication,Uncommon,0.14
BLW,100,Potion,Common,0.06
BLW,101,Professor Juniper,Uncommon,0.17
BLW,102,Revive,Uncommon,0.23
BLW,103,Super Scoop Up,Uncommon,0.18
BLW,104,Switch,Uncommon,0.24
BLW,105,Grass Energy,Common,2.57
BLW,106,Fire Energy,Common,2.37
BLW,107,Water Energy,Common,3.65
BLW,108,Lightning Energy,Common,3.43
BLW,109,Psychic Energy,Common,2.12
BLW,110,Fighting Energy,Common,1.51
BLW,111,Darkness Energy,Common,4.66
BLW,112,Metal Energy,Common,3.35
BLW,113,Reshiram,Ultra Rare,28.28
BLW,114,Zekrom,Ultra Rare,41.56
BLW,115,Pikachu,Rare Secret,46.07
Victory Medals,,Victory Medal,,104
MCD11,1,Snivy,,3.57
MCD11,2,Maractus,,4.47
MCD11,3,Tepig,,2.56
MCD11,4,Oshawott,,2.96
MCD11,5,Alomomola,,2.31
MCD11,6,Blitzle,,2.83
MCD11,7,Munna,,2.89
MCD11,8,Sandile,,2.39
MCD11,9,Zorua,,3.1
MCD11,10,Klink,,1.69
MCD11,11,Pidove,,2.5
MCD11,12,Audino,,1.83
BWP,BW01,Snivy,Promo,1.01
BWP,BW02,Tepig,Promo,1.36
BWP,BW03,Oshawott,Promo,1.41
BWP,BW004,Reshiram,Promo,1.12
BWP,BW005,Zekrom,Promo,0.83
BWP,BW06,Snivy,Promo,1.01
BWP,BW07,Tepig,Promo,1.05
BWP,BW08,Oshawott,Promo,1.62
BWP,BW09,Zoroark,Promo,1.72
BWP,BW10,Axew,Promo,1.17
EPO,1,Pansage,Common,0.23
EPO,2,Simisage,Rare,0.3
EPO,3,Sewaddle,Common,0.25
EPO,4,Sewaddle,Common,0.26
EPO,5,Swadloon,Uncommon,0.28
EPO,6,Swadloon,Uncommon,0.36
EPO,7,Leavanny,Rare,0.65
EPO,8,Leavanny,Rare,0.55
EPO,9,Cottonee,Common,0.24
EPO,10,Cottonee,Common,0.2
EPO,11,Whimsicott,Uncommon,0.37
EPO,12,Whimsicott,Rare,1.17
EPO,13,Petilil,Common,0.23
EPO,14,Lilligant,Uncommon,0.42
EPO,15,Deerling,Common,0.26
EPO,16,Sawsbuck,Rare,1.22
EPO,17,Virizion,Rare Holo,0.46
EPO,18,Pansear,Common,0.17
EPO,19,Simisear,Rare,0.31
EPO,20,Darumaka,Common,0.08
EPO,21,Darmanitan,Rare,0.44
EPO,22,Panpour,Common,0.23
EPO,23,Simipour,Rare,0.31
EPO,24,Basculin,Common,0.11
EPO,25,Basculin,Uncommon,0.23
EPO,26,Ducklett,Common,0.21
EPO,27,Swanna,Rare,0.36
BWP,BW28,Tropical Beach,Promo,-1
EPO,28,Cubchoo,Common,0.28
EPO,29,Cubchoo,Common,0.31
EPO,30,Beartic,Rare Holo,0.62
EPO,31,Beartic,Rare,0.38
EPO,32,Emolga,Common,0.48
EPO,33,Joltik,Common,0.22
EPO,34,Galvantula,Uncommon,0.37
EPO,35,Thundurus,Rare Holo,1.11
EPO,36,Woobat,Common,0.21
EPO,37,Swoobat,Rare,0.39
EPO,38,Venipede,Common,0.17
EPO,39,Whirlipede,Uncommon,0.24
EPO,40,Scolipede,Rare,0.49
EPO,41,Sigilyph,Uncommon,0.24
EPO,42,Sigilyph,Uncommon,0.15
EPO,43,Gothita,Common,0.22
EPO,44,Gothita,Common,0.19
EPO,45,Gothorita,Uncommon,0.23
EPO,46,Gothorita,Uncommon,0.28
EPO,47,Gothitelle,Rare Holo,1.08
EPO,48,Gothitelle,Rare,0.35
EPO,49,Roggenrola,Common,0.24
EPO,50,Roggenrola,Common,0.19
EPO,51,Boldore,Uncommon,0.25
EPO,52,Boldore,Uncommon,0.18
EPO,53,Gigalith,Rare,0.41
EPO,54,Drilbur,Uncommon,0.22
EPO,55,Drilbur,Common,0.13
EPO,56,Excadrill,Rare Holo,0.66
EPO,57,Excadrill,Rare,0.39
EPO,58,Throh,Uncommon,0.25
EPO,59,Sawk,Uncommon,0.27
EPO,60,Sandile,Common,0.12
EPO,61,Krokorok,Uncommon,0.24
EPO,62,Krookodile,Rare,0.41
EPO,63,Terrakion,Rare Holo,0.8
EPO,64,Purrloin,Common,0.24
EPO,65,Liepard,Rare,2.74
EPO,66,Zorua,Uncommon,0.31
EPO,67,Zoroark,Rare Holo,0.78
EPO,68,Vullaby,Common,0.19
EPO,69,Mandibuzz,Rare,0.71
EPO,70,Ferroseed,Common,-1
EPO,71,Ferroseed,Common,0.25
EPO,72,Ferrothorn,Rare,-1
EPO,73,Ferrothorn,Uncommon,0.67
EPO,74,Klink,Common,0.22
EPO,75,Klang,Uncommon,0.18
EPO,76,Klinklang,Rare,0.61
EPO,77,Cobalion,Rare Holo,0.97
EPO,78,Patrat,Common,0.13
EPO,79,Watchog,Uncommon,0.27
EPO,80,Pidove,Common,0.12
EPO,81,Tranquill,Uncommon,0.22
EPO,82,Unfezant,Rare,1.83
EPO,83,Audino,Uncommon,0.36
EPO,84,Minccino,Common,0.24
EPO,85,Cinccino,Uncommon,0.35
EPO,86,Rufflet,Common,0.36
EPO,87,Rufflet,Common,0.24
EPO,88,Braviary,Rare Holo,1.02
EPO,89,Tornadus,Rare Holo,1.97
EPO,90,Bianca,Uncommon,0.16
EPO,91,Cheren,Uncommon,0.08
EPO,92,Crushing Hammer,Uncommon,0.38
EPO,93,Great Ball,Uncommon,0.23
EPO,94,Max Potion,Uncommon,0.8
EPO,95,Pokémon Catcher,Uncommon,1.72
EPO,96,Recycle,Uncommon,0.35
EPO,97,Thundurus,Ultra Rare,6.8
EPO,98,Tornadus,Ultra Rare,6.52
TK5Z,1,Purrloin,,-1
TK5E,1,Lillipup,,0.5
TK5Z,2,Watchog,,0.24
TK5E,2,Fighting Energy,,-1
TK5Z,3,Darkness Energy,,-1
TK5E,3,Fighting Energy,,-1
TK5E,4,Energy Switch,,-1
TK5Z,4,Minccino,,-1
TK5E,5,Fighting Energy,,-1
TK5Z,5,Darkness Energy,,-1
TK5E,6,Fighting Energy,,-1
TK5Z,6,Darkness Energy,,-1
TK5Z,7,Darkness Energy,,-1
TK5E,7,Fighting Energy,,-1
TK5Z,8,Darkness Energy,,-1
TK5E,8,Fighting Energy,,-1
TK5Z,9,Darkness Energy,,-1
TK5E,9,Fighting Energy,,-1
TK5E,10,Fighting Energy,,-1
TK5Z,10,Darkness Energy,,-1
TK5E,11,Timburr,,-1
TK5Z,11,PlusPower,,-1
TK5Z,12,Patrat,,-1
TK5E,12,Audino,,-1
TK5Z,13,Zorua,,-1
TK5E,13,Drilbur,,-1
TK5E,14,Gurdurr,,0.23
TK5Z,14,Pidove,,-1
TK5E,15,Potion,,-1
TK5Z,15,Tranquill,,0
TK5E,16,PlusPower,,-1
TK5Z,16,Energy Retrieval,,0.2
TK5E,17,Excadrill,,0.22
TK5Z,17,Zoroark,,0.91
TK5Z,18,Pokémon Communication,,-1
TK5E,18,Audino,,-1
TK5Z,19,Minccino,,-1
TK5E,19,Herdier,,0
TK5E,20,Fighting Energy,,-1
TK5Z,20,Darkness Energy,,-1
TK5E,21,Energy Search,,-1
TK5Z,21,Pidove,,-1
TK5Z,22,Darkness Energy,,-1
TK5E,22,Fighting Energy,,-1
TK5Z,23,Zorua,,-1
TK5E,23,Potion,,-1
TK5Z,24,Darkness Energy,,-1
TK5E,24,Pokémon Communication,,-1
TK5Z,25,Purrloin,,-1
TK5E,25,Drilbur,,-1
TK5E,26,Fighting Energy,,-1
TK5Z,26,Darkness Energy,,-1
TK5E,27,Lillipup,,-1
TK5Z,27,Energy Search,,-1
TK5E,28,Fighting Energy,,-1
TK5Z,28,Darkness Energy,,-1
TK5E,29,Timburr,,-1
TK5Z,29,Patrat,,-1
TK5E,30,Excadrill,,0.43
TK5Z,30,Zoroark,,0.68
BWP,BW12,Zorua,Promo,3.65
BWP,BW13,Minccino,Promo,2.47
BWP,BW14,Pansage,Promo,30.39
BWP,BW15,Pidove,Promo,-1
BWP,BW16,Axew,Promo,-1
BWP,BW17,Ducklett,Promo,0.87
BWP,BW18,Darumaka,Promo,3.93
